title,link,company,location 
Слесарь-механик,https://aktau.hh.kz/vacancy/79261274?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Реал Ролл,Тверь
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79641192?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Терра-Ток,Березовский (Свердловская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79971707?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Ярпожинвест,Ярославль
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80148163?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Собрание,Томск
Слесарь по ремонту технологического оборудования,https://aktau.hh.kz/vacancy/79766325?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уника Пласт,Ворсино (Калужская область)
Сантехник / Слесарь-сантехник с обучением,https://aktau.hh.kz/vacancy/79651305?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Январь,Воронеж
Слесарь-механик по ремонту и обслуживанию спецтехники,https://aktau.hh.kz/vacancy/79973914?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТатСпецМаш,Казань
Слесарь механо-сборочных работ,https://aktau.hh.kz/vacancy/79970519?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РИМЕРА-АЛНАС,Астрахань
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79968997?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,SPLAT,Дзержинск (Нижегородская область)
Слесарь-ювелир (слесарь мср),https://aktau.hh.kz/vacancy/79726816?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Центр СодБи,Кострома
Слесарь-ремонтник на бетонный завод,https://aktau.hh.kz/vacancy/80100690?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,BAV Group,Калининград
Слесарь,https://aktau.hh.kz/vacancy/79643637?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Регро,Владимир
Слесарь-сборщик на производство ПВХ-окон (БЕЗ ОПЫТА),https://aktau.hh.kz/vacancy/79137224?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Спецремстрой,Екатеринбург
Слесарь/Слесарь-сборщик/Сборщик на производство,https://aktau.hh.kz/vacancy/77675279?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Полет-Агро,Озеры
Слесарь,https://aktau.hh.kz/vacancy/80084603?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эковентмонтаж,Липецк
Слесарь,https://aktau.hh.kz/vacancy/79414768?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,BARONA,Петрозаводск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79652479?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ДМУП Энерго-коммунальное производственное объединение,Люберцы
Слесарь,https://aktau.hh.kz/vacancy/78051586?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Термотелеком,"Санкт-Петербург, Волковская"
Слесарь-механик,https://aktau.hh.kz/vacancy/78825736?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО МЕРАНИК,Минск
Слесарь КИПиА / Электрик,https://aktau.hh.kz/vacancy/79398131?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Флексом,Рошаль
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79652537?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ДМУП Энерго-коммунальное производственное объединение,Москва
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80159102?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО П-Д Татнефть-Алабуга Стекловолокно,Елабуга
Слесарь по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/79966536?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ИП Грузда Сергей Владимирович,Сургут
Слесарь по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/79591469?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Завод Белхим,Дзержинск (Нижегородская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/78739897?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,METEOR Lift,Подольск (Московская область)
Слесарь - сборщик металлоконструкций,https://aktau.hh.kz/vacancy/79760566?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЛАДОГА-ЭНЕРГО,Мга
Слесарь-сантехник (монтажник),https://aktau.hh.kz/vacancy/79730354?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Nirmax,Владимир
Слесарь механосборочных работ (АКЛ),https://aktau.hh.kz/vacancy/79219160?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЗАО ЦеСИС НИКИРЭТ,Пенза
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79261662?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,AKRON HOLDING,Санкт-Петербург
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79379795?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Катэрвил,Новосибирск
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/77939008?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Стройдормаш,Верхняя Синячиха
Слесарь-сантехник,https://aktau.hh.kz/vacancy/79961171?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АкТрансСервис,Красноярск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79700572?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Корпорация ВСМПО-АВИСМА,Нижний Тагил
Слесарь по обслуживанию и ремонту оборудования,https://aktau.hh.kz/vacancy/80120236?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Загородный отель Чайка,Дзержинск (Нижегородская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/78901147?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Стройпластполимер,Екатеринбург
Слесарь механо-сборочных работ (ювелир),https://aktau.hh.kz/vacancy/80052312?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Центр СодБи,Ижевск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80167657?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Лето Групп,Алексин
Слесарь МСР,https://aktau.hh.kz/vacancy/80020329?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПРОФКАДРЫ,Тверь
Слесарь - сборщик двигателей,https://aktau.hh.kz/vacancy/79200902?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ГСП-Механизация,Оренбург
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/79948713?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Завод Реконд,"Санкт-Петербург, Политехническая"
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/78972190?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Златоустовский Металлургический Завод,Златоуст
Слесарь-наладчик,https://aktau.hh.kz/vacancy/79440775?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО DIM COFFEE,Краснодар
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79593900?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Паритет,Ижевск
Слесарь-сантехник / Начинающий сантехник,https://aktau.hh.kz/vacancy/79585758?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Январь,Краснодар
Слесарь-ремонтник 6 разряда,https://aktau.hh.kz/vacancy/78010555?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО НПО Поиск,"Санкт-Петербург, Девяткино"
Слесарь-судоремонтник,https://aktau.hh.kz/vacancy/80008232?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Судостроительный завод имени Б.Е. Бутомы,Керчь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80014647?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Кесто,Малоярославец
Слесарь по ремонту и обслуживанию оборудования 4 разряда,https://aktau.hh.kz/vacancy/76820292?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Метрострой Северной Столицы,Санкт-Петербург
Слесарь по ремонту ГПМ,https://aktau.hh.kz/vacancy/79253357?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СтройТехПроект,Новомосковск (Тульская область)
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/52156806?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Вириал,Санкт-Петербург
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79760810?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Агро Дом,Самара
Слесарь-наладчик,https://aktau.hh.kz/vacancy/79727413?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Восток,Екатеринбург
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/79759033?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Ижнефтемаш,Кировск (Мурманская область)
Слесарь,https://aktau.hh.kz/vacancy/80085131?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО АТП Мильковский экспресс,Петропавловск-Камчатский
Слесарь-сборщик редукторов,https://aktau.hh.kz/vacancy/75633188?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Технопарк Смоленка,Санкт-Петербург
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78452932?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Сибирское стекло,"Новосибирск, Площадь Маркса"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/80007717?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТСО-ИТМ,Ярославль
Слесарь механических работ,https://aktau.hh.kz/vacancy/79728707?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Кирово-Чепецкий кирпичный завод,Кирово-Чепецк
Слесарь,https://aktau.hh.kz/vacancy/80133515?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Стройэнергомонтаж,Петрозаводск
Слесарь - наладчик,https://aktau.hh.kz/vacancy/80140523?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Павлово-Посадский Гофрокомбинат,Покров
Слесарь МСР (Свердловская область),https://aktau.hh.kz/vacancy/80033717?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ЧАЗ Вариант,Челябинск
Слесарь Полировщик - Шлифовщик по металлу,https://aktau.hh.kz/vacancy/79840301?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Профиль-Декор,Санкт-Петербург
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79108805?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Инициатива,Златоуст
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79610628?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эдвансд Фарма,Белгород
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/79899282?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Челябинский кузнечно-прессовый завод (ЧКПЗ),Челябинск
Слесарь по ремонту технологического оборудования,https://aktau.hh.kz/vacancy/79766505?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уника Пласт,Боровск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/69184106?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ФГУП ФЦДТ СОЮЗ,Котельники
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/76485381?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,White Hills,Дмитров
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/78908274?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ФГУП РНИИРС,Ростов-на-Дону
Слесарь-ремонтник по ремонту насосов,https://aktau.hh.kz/vacancy/80077918?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Ремэнергомонтаж универсал,Норильск
Слесарь по ремонту грузовых автомобилей,https://aktau.hh.kz/vacancy/79143776?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Транзит,Посёлок совхоза имени Ленина
Слесарь по ремонту технологического оборудования,https://aktau.hh.kz/vacancy/79709126?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"ООО РУСМА, ПКФ","Санкт-Петербург, Рыбацкое"
Слесарь механосборочных работ (4120),https://aktau.hh.kz/vacancy/76160189?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО ЦНИИАГ,"Москва, Улица 1905 года"
Слесарь,https://aktau.hh.kz/vacancy/79805297?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Филиал Дальневосточный ООО ЛокоТех-Сервис,Сибирцево (Приморский край)
Слесарь механосборочных работ НПО Ростар,https://aktau.hh.kz/vacancy/73694580?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РОСТАР,Набережные Челны
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79730012?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Гнём Всё,"Санкт-Петербург, Фрунзенская"
Слесарь МСР,https://aktau.hh.kz/vacancy/79835216?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Регро,Орел
Слесарь-ремонтник промышленного оборудования,https://aktau.hh.kz/vacancy/79400495?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Королёвский трубный завод,Москва
Слесарь-сборщик,https://aktau.hh.kz/vacancy/79701354?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Атмосфера,Чебоксары
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/77539743?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Уральский дизель-моторный завод,"Екатеринбург, Машиностроителей"
Слесарь МСР,https://aktau.hh.kz/vacancy/79308955?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТАТПРОМ-ХОЛДИНГ,Набережные Челны
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79727637?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Avanta Россия,Нижний Новгород
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79922358?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО НеоТех,"Санкт-Петербург, Выборгская"
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79818375?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"ОАО Мосэлектро, Группа компаний",Камешково
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78553588?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,LEVIN,Кострома
Слесарь,https://aktau.hh.kz/vacancy/79858935?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Fire Empire,Липецк
Слесарь-сантехник,https://aktau.hh.kz/vacancy/76886771?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Аварийная служба Домовой,Екатеринбург
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/78293305?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,PIEZUS,"Москва, Текстильщики"
Слесарь МСР,https://aktau.hh.kz/vacancy/79835214?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Регро,Арзамас
Слесарь-ремонтник металлобрабатывающих станков,https://aktau.hh.kz/vacancy/79621520?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"Аэлита, КА",Тюмень
Слесарь-ремонтник ВНС,https://aktau.hh.kz/vacancy/80065504?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО КХ Яблоновское,Энем
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/79536040?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПРОМОРЕ,Люберцы
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79181074?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Сибэст-Светотехника,Новосибирск
Слесарь-сантехник,https://aktau.hh.kz/vacancy/79802825?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО УК «КИЛОНОВА»,Хабаровск
Слесарь по ремонту производственного оборудования,https://aktau.hh.kz/vacancy/80163053?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Форпласт,Пермь
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79700558?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Корпорация ВСМПО-АВИСМА,Калуга
Слесарь,https://aktau.hh.kz/vacancy/79908518?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,В Охотку,Омск
Слесарь-инструментальщик,https://aktau.hh.kz/vacancy/79935159?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Новгородская Производственная Компания,Великий Новгород
Слесарь,https://aktau.hh.kz/vacancy/80133039?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ИК Масловский,Воронеж
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79781337?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО Орскнефтеоргсинтез,Орск
Слесарь-наладчик,https://aktau.hh.kz/vacancy/79705206?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ТПК Юмком,Краснодар
Слесарь по сборке металлоконструкций,https://aktau.hh.kz/vacancy/79380961?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Орбита,Саранск
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79761379?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Триарм,Оренбург
Слесарь-ремонтник металлообрабатывающего оборудования (6-го разряда),https://aktau.hh.kz/vacancy/77960951?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Intratool,Тюмень
Слесарь по ремонту холодильного оборудования,https://aktau.hh.kz/vacancy/80149268?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Фригогласс Евразия,Подольск (Московская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/77459795?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ПАО «КАМАЗ»,Мензелинск
Слесарь,https://aktau.hh.kz/vacancy/78450255?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Промрезерв,Красноярск
Слесарь-ремонтник с обучением,https://aktau.hh.kz/vacancy/80090400?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Елабужский Аккумуляторный Завод,Елабуга
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80081813?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Эйч-Ар Сервис,Стерлитамак
Слесарь по ремонту оборудования,https://aktau.hh.kz/vacancy/80024580?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Театральные Технологические Системы,Троицк (Московская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/78659137?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Уральская горно-металлургическая компания,Ревда (Свердловская область)
Слесарь МСР,https://aktau.hh.kz/vacancy/80020331?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО ПРОФКАДРЫ,Великий Новгород
Слесарь механосборочных работ,https://aktau.hh.kz/vacancy/79597943?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Белтпром,Пермь
Слесарь по ремонту ДВС,https://aktau.hh.kz/vacancy/77940879?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО СНГК,Тюмень
Слесарь - наладчик,https://aktau.hh.kz/vacancy/80118129?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Павлово-Посадский Гофрокомбинат,Павловский Посад
Слесарь механо-сборочных работ (ювелир),https://aktau.hh.kz/vacancy/80052315?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,Центр СодБи,Киров (Кировская область)
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/79436099?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Картонтара,Тульский (Адыгея)
Слесарь-ремонтник 5 разряда,https://aktau.hh.kz/vacancy/80167855?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"КАРАВАЙ, группа компаний","Санкт-Петербург, Кировский завод"
Слесарь-сантехник,https://aktau.hh.kz/vacancy/79480534?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"ООО Водоснабжение, инженерные системы и теплоснабжение",Санкт-Петербург
Слесарь МСР 4 разряда,https://aktau.hh.kz/vacancy/80127905?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Центральное конструкторское бюро Геофизика,Красноярск
Слесарь КИПиА,https://aktau.hh.kz/vacancy/80131427?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Новосибирский картонно-бумажный комбинат,Новосибирск
Слесарь механо-сборочных работ,https://aktau.hh.kz/vacancy/79970491?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО РИМЕРА-АЛНАС,Казань
Слесарь - сборщик летательных аппаратов / слесарь МСР,https://aktau.hh.kz/vacancy/76569883?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,АО Машиностроительное конструкторское бюро Факел имени академика П.Д.Грушина,Москва
Слесарь-ремонтник,https://aktau.hh.kz/vacancy/80039805?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,"ООО ВелКен (ТМ Зум-Зум, ТМ Алтайские семечки)",Барнаул
Слесарь МСР,https://aktau.hh.kz/vacancy/79945067?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Холва,Тюмень
Слесарь-электромонтажник,https://aktau.hh.kz/vacancy/80156010?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Нетч Тула,Тула
Слесарь/помощник сварщика,https://aktau.hh.kz/vacancy/79612980?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ООО Праймрент,Краснодар
Слесарь,https://aktau.hh.kz/vacancy/79952072?from=vacancy_search_list&query=%D1%81%D0%BB%D0%B5%D1%81%D0%B0%D1%80%D1%8C,ЭнергоСтройСервис,Казань
